index,id,article_title,article_language,journal_title,journal_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
902,309274,Factors Predicting Success and Failure for Cervical Facet Radiofrequency Denervation: A Multi-Center Analysis,0,empty,empty,empty,14,7,1/7/11,495-503,"{""Steven P. Cohen""""Giselle McKnight""""Kayode A. Williams""""Joshua Stream""""Zahid H. Bajwa""""Jan J. Kraemer""""Robert W. Hurley""""Anthony Dragovich""""Anthony Sireci""}"
903,672671,Mediterranean diet and metabolic syndrome: an updated systematic review.,eng,Reviews in endocrine & metabolic disorders,Rev Endocr Metab Disord,1573-2606,14,3,1/13/09,255-63,"{""Demosthenes B Panagiotakos""""Katherine Esposito""""Christina-Maria Kastorini""""Dario Giugliano""}"
904,819735,Immunotherapy for autoimmune autonomic ganglionopathy,English,Autonomic Neuroscience: Basic and Clinical,Auton.Neurosc.Basic Clin.,1566-0702,146,1,1/9/01,22-25,"{""S. Vernino""""P.A. Low""""P. Sandroni""""K. Kimpinski""""V. Iodice""}"
905,21599,Challenges in deactivating a total artificial heart for a patient with capacity.,eng,Chest,Chest,1931-3543,145,3,1/14/03,625-31,"{""Erik E Suarez""""Bridget N Fahy""""Brian A Bruckner""""Courtenay R Bruce""""Nathan G Allen""""Harvey L Gordon""}"
906,980682,Readmissions after hospital discharge with acute exacerbation of COPD: are we missing something?,empty,empty,0,empty,42,2,1/14/01,58-69,"{""W. Sexauer""""M. S. Kavuru""""U. Vaid""""K. Gaurav""}"
907,547657,Read with Me! Examining the Effects of a Community Volunteer Reading Program on Preschoolers' Literacy Skills,empty,empty,Rev Lat Am Enfermagem,empty,0,0,0,empty,"{""Cynthia J. Carson""}"
908,682676,Efficacy of continuation/maintenance electroconvulsive therapy for the prevention of recurrence of a major depressive episode in adults with unipolar depression: a systematic review.,0,The journal of ECT,J ECT,1533-4112,30,3,1/14/09,195-202,"{""How Lee""""Greta G Cummings""""Daniel Scott""""E Denise Brown""}"
909,820238,Autonomic activity pain and perceived health in patients on sick leave due to stress-related illnesses,English,Integrative Physiological and Behavioral Science,Integr. Physiol. Behav. Sci.,1053881X (ISSN),40,1,1/5/01,16-Mar,"{""M. Heiden""""E. Lyskov""""M. Barnekow-Bergkvist""""M. Nakata""}"
910,82540,Body mass index and socioeconomic status measured in adolescence country of origin and the incidence of gastroesophageal adenocarcinoma in a cohort of 1 million men.,0,aCncer,CNS Spectr,1097-0142,119,23,1/13/12,4086-93,"{""Estela Derazne""""Jeremy D Kark""""Yaron Niv""""Lital Keinan-Boker""""Ari Shamiss""""Irena Liphshitz""""Arnon Afek""""Dorit Tzur""""Moshe Furman""""Zohar Levi""}"
911,776189,Galphai generates multiple Pins activation states to link cortical polarity and spindle orientation in Drosophila neuroblasts,English,Proceedings of the National Academy of Sciences of the United States of America,Proc.Natl.Acad.Sci.U.S.A.,0027-8424,104,36,1/7/01,14306-14311,"{""R. W. Nipper""""C. Q. Doe""""K. E. Prehoda""""K. H. Siller""""N. R. Smith""}"
912,422951,Exposure to second-hand smoke and the risk of tuberculosis in children and adults: a systematic review and meta-analysis of 18 observational studies.,0,empty,J Korean Neurosurg Soc,empty,15,1,1/15/06,e1001835; discussion e1001835-e1001835; discussion e1001835,"{""Mehak Bhatia""""Shaun K Morris""""Prabhat Jha""""Wilson Suraweera""""Jayadeep Patra""""Cyril Patra""""Prakash C Gupta""}"
913,228622,Disordered eating acculturation and treatment-seeking in a community sample of Hispanic Asian Black and White women,English,empty,0,empty,24,3,1/1/00,244-233,"{""Ruth H. Striegel-Moore""""Emilia Barzegarnazari""""Fary M. Cachelin""""Catherine Veisel""}"
914,514759,Semi-automated scoring of pulmonary emphysema from X-ray CT: trainee reproducibility and accuracy.,0,European journal of radiology,Eur J Radiol,1872-7727,82,11,1/13/11,e734-41,"{""Roya Etemad-Rezai""""Amir M Owrangi""""Nabil Hussain""""Jack Chiu""""Andrew Lu""""Brandon Entwistle""""Grace Parraga""}"
915,26216,The choice of whether to participate in a phase I clinical trial: increasing the awareness of patients with cancer. An exploratory study.,eng,Psycho-oncology,Chest,1099-1611,23,3,1/14/03,322-9,"{""G Spitaleri""""L Adamoli""""F Vecchio""""F de Braud""""C Catania""""A Delmonte""""F Toffalorio""""T De Pas""""C Noberasco""""D Radice""""A Goldhirsch""}"
916,164517,Study of high- and low-current-configuration homes from the 1988 Denver Childhood Cancer Study,empty,Bioelectroamgnetics,Bioelectromagnetics,1521-186X,23,3,1/2/01,177-88,"{""T. Dovan""""R. R. Neutra""""D. A. Savitz""""R. I. Kavet""}"
917,973603,Health services research methods: a guide to best practice,English,empty,empty,empty,0,0,1/1/98,0,"{""N Black  Brazier J. & Fitzpatrick R.""}"
918,345575,Transapical aortic valve implantation in 175 consecutive patients: excellent outcome in very high-risk patients.,eng,Journal of the American College of Cardiology,J. Am. Coll. Cardiol.,1558-3597,56,10,8/31/10,813-20,"{""Tom Gromann""""Roland Hetzer""""Alexander Mladenow""""Thorsten Drews""""Semih Buz""""Axel Unbehaun""""Stephan Dreysse""""Miralem Pasic""""Marian Kukucka""}"
919,304082,An evaluation of ultrasound imaging for identification of lumbar intervertebral level.,eng,Anaesthesia,Anaesthesia,9-Mar,57,3,1/2/03,277-80,"{""M P Reilly""""S Kuchi""""G Furness""}"
920,33728,Branching enzyme deficiency: expanding the clinical spectrum.,0,JAMA neurology,PloS one,2168-6157,71,1,0,Jul-41,"{""Salvatore Dimauro""""Carolina Ionete""""Hasan O Akman""""Carmen Paradas""""David E Jones""""Michio Hirano""""Peter N Riskind""""Thomas W Smith""""Heather Lau""}"
921,109595,[Blood insulin values after the oral glucose tolerance test (OGTT) and the body composition in 30 obese children].,ita,La Pediatria medica e chirurgica : Medical and surgical pediatrics,Pediatr Med Chir,0391-5387,16,5,9/1/94,471-3,"{""A Luciano""""G Zoppi""}"
922,772026,Study: Edoxaban safer alternative to warfarin for Afib patients,0,empty,empty,empty,0,1,empty,empty,"{""Lowery M.""}"
923,424870,Budesonide/formoterol in a single inhaler sustains lung function improvements in COPD [Abstract],empty,empty,0,empty,22,0,1/3/01,P435,"{""Thompson NC""""Calverley PMA""""Olsson H""}"
924,904168,Can moxibustion an ancient treatment modality be evaluated in a double-blind randomized controlled trial? - A narrative review,empty,empty,empty,empty,12,3,0,131-134,"{""Zhao B.-X.""""Lao L.""""Shen X.-Y.""""Chen H.-Y.""}"
925,916713,Amitriptyline minocycline and maropitant reduce the sevoflurane minimum alveolar concentration and potentiate remifentanil but do not prevent acute opioid tolerance and hyperalgesia in the rat: a randomised laboratory study.,eng,European Journal Of Anaesthesiology,Eur J Anaesthesiol,1365-2346,32,4,1/15/04,248-54,"{""Delia Aguado""""Javier Benito""""Ignacio A G_mez de Segura""""Mariana Abreu""""Javier Garc_a-Fernndez""}"
926,819804,SUNCT syndrome: VIII. Pupillary reaction and corneal sensitivity,English,empty,0,empty,8,6,0,409-414,"{""J.-M. Zhao""""O. Sjaastad""}"
927,892141,Competencies for undergraduate community-based education for the health professions - A systematic review.,empty,empty,0,empty,34,9,1/12/09,733-743,"{""Albert J.J.A.2 Scherpbier""""Zahra1 Ladhani""""Fred C.J.2 Stevens""}"
928,409335,Efficacy immunogenicity and safety of a pentavalent human-bovine (WC3) reassortant rotavirus vaccine at the end of shelf life,0,empty,empty,0,119,1,empty,18-Nov,"{""Goveia M.G.""""Block S.L.""""Rivers S.B.""""Dallas M.J.""""Bauder J.""""Adeyi B.A.""""Vesikari T.""""Heaton P.M.""""Boslego J.W.""}"
929,166779,Preferences and practices of Americans and their physicians in antihypertensive therapy,empty,empty,Clinical obstetrics and gynecology,empty,81,0,1/1/86,20-4 ST  - Preferences and practices of Americans and their physicians in antihypertensive therapy-,"{""H. E. CN  - PubMed DA  - Dec 31 DP  - NLM ET  - 1986/12/31 Cotugno""""Jr. Gallup G.""}"
930,720526,Decision analysis for small asymptomatic intracranial arteriovenous malformations,English,Neurosurgical Focus,Neurosurg,1092-0684,11,5,1/1/01,e7,"{""D. A. Gould""""J. McInerney""""R. E. Harbaugh""""J. D. Birkmeyer""}"
931,513503,WhatsApp Messenger is useful and reproducible in the assessment of tibial plateau fractures: inter- and intra-observer agreement study.,eng,International journal of medical informatics,Int J Med Inform,1872-8243,84,2,1/15/02,141-8,"{""Felipe Serro de Souza""""Ney Pecegueiro do Amaral""""Carlos Henrique Mendes""""Hilton Augusto Koch""""Vincenzo Giordano""""Andr Bergamin""}"
932,83012,Type I and II endometrial cancers: have they different risk factors?,eng,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,J. Clin. Oncol.,1527-7755,31,20,10/13/07,2607-18,"{""Chu Chen""""Brian L Strom""""Susan E McCann""""Harvey A Risch""""Lingeng Lu""""Fulvio Ricceri""""Immaculata De Vivo""""Amanda B Spurdle""""Susan E Hankinson""""Pamela J Thompson""""Catherine Schairer""""Herbert Yu""""Radhai Rastogi""""Jennifer Doherty""""Carlotta Sacerdote""""Laurence N Kolonel""""Mia M Gaudet""""Kim Robien""""Marc T Goodman""""Piet A van den Brandt""""Robert A Soslow""""Jolanta Lissowska""""Anthony B Miller""""Kirsten B Moysich""""Montserrat Garcia-Closas""""Silvia Polidoro""""Linda S Cook""""Kristin E Anderson""""Rayna K Matsuno""""Xiao-ou Shu""""Penelope M Webb""""Kerry S Courneya""""Christine M Friedenreich""""Jo L Freudenheim""""Yong-Bing Xiang""""Brian E Henderson""""Galina Lurie""""Leo J Schouten""""Timothy R Rebbeck""""Anthony M Magliocco""""Malcolm C Pike""""Leslie Bernstein""""Hannah P Yang""""[Collective Name] Australian National Endometrial Cancer Study Group""""Sara H Olson""""Pamela L Horn-Ross""""Marjorie L McCullough""""Hoda Anton-Culver""""Noel S Weiss""""James R Cerhan""""Louise A Brinton""""Alicja Wolk""""Jennifer Prescott""""Xiaolin Liang""""Thomas E Rohan""""Yikyung Park""""Niclas Hkansson""""Veronica Wendy Setiawan""""James V Lacey""""Hui Cai""""Nicolas Wentzensen""""Koen van de Vijver""}"
933,438681,Should psychiatrists use atypical antipsychotics to treat nonpsychotic anxiety?.,empty,empty,empty,0,0,1,empty,empty,{NULL}
934,317155,Predictors of intention to adhere to physiotherapy among women with urinary incontinence.,empty,empty,empty,0,0,1,empty,empty,{NULL}
935,261121,Role of non-opioid analgesic techniques in the management of pain after ambulatory surgery,0,empty,Croat.Med.J.,0,100,0,1/5/01,105-109,"{""P. F. White""}"
936,296269,Raised intracranial pressure following abdominal closure in a polytrauma patient.,eng,JRSM open,JRSM Open,2054-2704,6,1,1/15/01,2.05E+015,"{""Mark H Wilson""""Liza Chacko""""Susan Hendrickson""}"
937,960478,Collaborative practice: development implementation and evaluation of a weaning protocol for patients receiving mechanical ventilation,eng,Am J Crit Care,American journal of critical care : an official publication American Association of Critical-Care Nurses,1062-3264 (Print)     1062-3264,12,5,1/3/01,454-60,"{""C. N. Sessler""""K. Keane""""M. J. Grap""""D. Strickland""""S. Lubin""""R. Townes""""P. Dalby""""J. Emerson""""L. Tormey""""S. Winfield""}"
938,741988,Changes in lower esophageal sphincter pressure (LES) after Stamm gastrostomy,eng,J Surg Res,The Journal of surgical research,0022-4804,42,5,1/1/87,570-4,"{""J. L. Grosfeld""""S. Goto""""G. P. Gardner""""D. F. Canal""""D. W. Vane""}"
939,589265,Consumption of fried foods and risk of metabolic syndrome: the SUN cohort study,0,Clin Nutr,PloS one,0261-5614,33,3,1/14/01,545-9,"{""E. Flores-Gomez""""F. J. Basterra-Gortari""""C. Sayon-Orea""""M. A. Martinez-Gonzalez""""A. Gea""""M. Bes-Rastrollo""}"
940,931944,The expert patients programme online a 1-year study of an Internet-based self-management programme for people with long-term conditions,0,empty,Occup Environ Med,empty,4,4,1/8/01,247-256 10p,"{""P. L. Ritter""""K. Plant""""D. D. Laurent""""K. R. Lorig""""A. Dost""""I. McNeil""}"
941,305933,Clinical course of patients with aspirin-exacerbated     respiratory disease: can we predict the prognosis?,empty,empty,Interact Cardiovasc Thorac Surg,empty,22,3,0,449-457,"{""Choi GS""""Kim JH""""Park HS""""Ye YM""""Kim SH""""Kim JE""""Jin HJ""}"
942,360693,Perineal endometriosis: a case report and review of the literature,0,Tech Coloproctol,Techniques in coloproctology,1123-6337 (Print) 1123-6337,14,0,1/10/01,S25-7,"{""E. Idrizovic""""A. Odobasic""""L. Dedic""""A. Pasic""""M. Dervisefendic""""E. Iljazovic-Latifagic""""A. Odobasic""""L. Arnautalic""}"
943,772745,Management of hemorrhage complicated by novel oral anticoagulants in the emergency department: Case report from the northwestern emergency medicine residency,empty,empty,empty,empty,20,3,0,300-306,"{""Periyanayagam U.""""Pang P.S.""""Kiraly A.""""Lyden A.""""Chan J.""}"
944,683893,Improving cognition by adherence to physical or mental exercise: a moderated mediation analysis.,0,empty,J. Heart Valve Dis.,empty,15,4,1/11/05,446-55,"{""Verena Klusmann""""Isabella Heuser""""Andrea Evers""""Ralf Schwarzer""}"
945,168157,Evaluation of a hybrid constructed wetland for treating domestic sewage from individual housing units surrounding agricultural villages in South Korea,empty,Journal of environmental monitoring : JEM,J Environ Monit,1464-0325,11,1,1/9/01,134-44,"{""Woo Young Park""""Do Jin Lee""""Jong Sir Lim""""Jong Soo Heo""""Jeoung Yoon Seo""""Ronald D. DeLaune""""Ju Sik Cho""}"
946,97775,Posterior lumbar interbody fusion versus posterolateral fusion with instrumentation in the treatment of low-grade isthmic spondylolisthesis: midterm clinical outcomes,empty,empty,Int. J. Dev. Biol.,empty,15,3,1/11/01,488-96,"{""H. Cavusoglu""""T. Cansever""""A. Yilmaz""""Y. Aydin""""H. A. Genc""""A. M. Musluman""""I. Colak""}"
947,740227,The Family Contract Game: Technique and case study,empty,empty,J Appl Physiol,empty,44,3,1/1/76,449-455,"{""Ann J. Turner""""David H. L. Olson""""Carole Y. Schornagel""""Mary Halsdorf""""Elaine A. Blechman""}"
948,449419,Inhibition of dxpression of VEGF in tumor cells by RNAi. [Chinese],0,empty,empty,empty,0,0,empty,0,{NULL}
949,456934,Same-Day Discharge After Percutaneous Coronary Intervention: A Meta-Analysis.,empty,empty,empty,0,0,1,empty,0,{NULL}
950,134738,Are stretches effective in the prevention and treatment of glenohumeral internal rotation deficit?,English,empty,Rev Lat Am Enfermagem,empty,17,0,0,261-270 ST  - Are stretches effective in the prevention and treatment of glenohumeral internal rotation deficit?-,"{""Stuart Calver""""Julia Nichols""""Rachel C1  - Frn systematiska _versikter -s_kningen CN  - Cinahl DB  - c8h DO  - 10.1179/1743288X12Y.0000000021 DP  - EBSCOhost Chester""}"
951,66579,Astaxanthin Inhibits JAK/STAT-3 Signaling to Abrogate Cell Proliferation Invasion and Angiogenesis in a Hamster Model of Oral Cancer.,0,PloS one,PloS one,1932-6203,9,10,1/14/01,e109114,"{""Abdul Basit Baba""""J Kowshik""""G Deepak Reddy""""Hemant Giri""""Madhulika Dixit""""Siddavaram Nagini""}"
952,557824,Analysis of the cochrane review: Biomarkers as point-of-care tests to guide prescription of antibiotics in patients with acute respiratory infections in primary care. cochrane database syst rev. 201411:Cd10130,empty,empty,empty,0,36,5,1/14/01,677-680,"{""P. Azevedo""""A. Vaz-Carneiro""""J. Costa""}"
953,215820,Preval_ncia de bruxismo e dist_rbio do sono em deficientes visuais Prevalence of bruxism and sleep disorders in the visually impaired individuals,empty,empty,0,empty,26,1,0,159-166,"{""Ana Paula de Lima Ferreira""""Marcelo de Souza Figueiroa""""Brbara Bernardo Rinaldo da Silva""""Ktia Roberta Rapso Sales Lacerda""}"
954,658982,Diagnostic performance of body mass index to identify obesity as defined by body adiposity: a systematic review and meta-analysis.,eng,International journal of obesity (2005),Int J Obes (Lond),1476-5497,34,5,1/10/05,791-9,"{""M F Jumean""""P J Erwin""""V M Montori""""F Lopez-Jimenez""""A Romero-Corral""""V K Somers""""D O Okorodudu""}"
955,272806,Stress enhances retrieval of drug-related memories in abstinent heroin addicts,eng,empty,Journal of orthopaedic science : official journal of the Japanese Orthopaedic Association,empty,35,3,0,720-6,"{""T. R. Kosten""""L. Y. Zhao""""D. H. Epstein""""L. Lu""""J. Shi""""X. Y. Zhang""""Y. Liu""""X. L. Zhang""}"
956,773090,Combined antiplatelet and anticoagulant therapy: Clinical benefits and risks,empty,empty,empty,empty,5,0,0,225-263,"{""Eikelboom J.W.""""Hirsh J.""}"
957,500618,Effects of control over office workspace on perceptions of the work environment and work outcomes,empty,empty,Croat.Med.J.,empty,25,3,0,323-333,"{""So Young Lee""""Jay L. Brand""}"
958,385346,New concepts in predicting evaluating and managing neurodevelopmental outcomes in children with congenital heart disease.,eng,Current opinion in pediatrics,Curr. Opin. Pediatr.,1531-698X,25,5,1/13/10,574-84,"{""Bradley S Marino""}"
959,938092,Continuous aspiration of subglottic secretions in preventing ventilator-associated pneumonia.,empty,Annals of iynternal medicine,Br J Clin Pharmacol,1539-3704,122,3,1/1/95,179-186,"{""R Fernandez""""J Rello""""N Bonsoms""""A Artigas""""J Mestre""""F Baigorri""""L Blanch""""D Fontanals""""J Valles""}"
